SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
3408.0,6.0,4.0,Rural,1957.0,500300
1552.0,2.0,1.0,Suburb,1951.0,199900
1072.0,2.0,1.0,Suburb,2020.0,189900
2319.0,3.0,2.0,Rural,1997.0,350600
3265.0,5.0,4.0,Urban,2000.0,564800
3277.0,5.0,3.0,Suburb,1977.0,461500
3322.0,5.0,5.0,Rural,1962.0,526400
3373.0,5.0,4.0,Suburb,1992.0,486300
4090.0,6.0,5.0,Urban,1986.0,644300
2545.0,5.0,4.0,Suburb,2008.0,461600
2777.0,4.0,2.0,Suburb,2013.0,391000
995.0,2.0,1.0,Suburb,2005.0,149000
3447.0,5.0,4.0,Urban,1988.0,570500
1403.0,2.0,3.0,Rural,1977.0,236100
1125.0,2.0,1.0,Suburb,2019.0,199600
3450.0,6.0,5.0,Urban,1960.0,563400
2154.0,4.0,3.0,Rural,1980.0,347600
3142.0,3.0,2.0,Urban,1968.0,456000
3879.0,6.0,5.0,Suburb,2017.0,575500
888.0,1.0,1.0,Suburb,1954.0,131900
3287.0,5.0,4.0,Urban,1956.0,512000
2262.0,3.0,2.0,Suburb,2017.0,378900
3911.0,6.0,5.0,Suburb,1957.0,604500
1422.0,3.0,2.0,SUBURB,2000.0,232200
2805.0,5.0,3.0,Urban,1967.0,459200
2767.0,5.0,3.0,Suburb,2004.0,441300
2263.0,3.0,2.0,Suburb,1962.0,337000
4033.0,6.0,4.0,Suburb,1986.0,620700
942.0,1.0,1.0,Urban,2013.0,238600
987.0,1.0,2.0,Urban,1967.0,177800
2623.0,2.0,1.0,Rural,1965.0,328600
3743.0,6.0,4.0,Suburb,1961.0,539900
2090.0,4.0,3.0,Rural,1995.0,327600
2948.0,5.0,4.0,Suburb,1996.0,438300
1263.0,2.0,1.0,Suburb,1970.0,196900
4082.0,6.0,5.0,Suburb,2000.0,613300
1632.0,3.0,2.0,Suburb,1998.0,312300
2151.0,5.0,4.0,Rural,1987.0,350500
4026.0,6.0,5.0,Rural,1958.0,600700
741.0,2.0,2.0,Urban,2007.0,219200
2366.0,3.0,3.0,Rural,2010.0,353200
3302.0,5.0,4.0,Urban,1984.0,531900
3374.0,6.0,4.0,Urban,1984.0,558200
2881.0,5.0,5.0,Suburb,1968.0,434400
3027.0,4.0,3.0,Urban,1965.0,487700
2136.0,5.0,4.0,Urban,1974.0,358900
2824.0,5.0,4.0,Suburb,1961.0,417200
2778.0,4.0,3.0,Rural,1987.0,394000
2118.0,4.0,2.0,Rural,2010.0,314800
1144.0,2.0,1.0,Suburb,2006.0,198100
1945.0,3.0,2.0,Rural,2004.0,301900
1119.0,2.0,1.0,Urban,2014.0,258900
3472.0,5.0,3.0,Urban,1994.0,538300
3611.0,5.0,5.0,Urban,1984.0,599100
4026.0,6.0,5.0,Suburb,1984.0,624500
3267.0,5.0,4.0,Rural,1970.0,432400
1413.0,2.0,1.0,Urban,2014.0,282100
1703.0,1.0,1.0,Suburb,1995.0,265900
972.0,2.0,2.0,Urban,1956.0,206900
3677.0,5.0,4.0,Rural,2009.0,574700
3752.0,5.0,4.0,Suburb,1957.0,553600
3678.0,5.0,3.0,Rural,2018.0,496000
3368.0,5.0,2.0,Rural,2016.0,458600
785.0,1.0,1.0,Suburb,2013.0,164000
4043.0,6.0,5.0,Suburb,1981.0,594500
3314.0,6.0,5.0,Suburb,1954.0,539000
1618.0,3.0,2.0,Suburb,1952.0,231400
3766.0,5.0,3.0,Urban,2003.0,621800
3464.0,5.0,3.0,Rural,2008.0,513800
3015.0,4.0,4.0,Suburb,1987.0,480700
2848.0,3.0,2.0,Urban,1963.0,421000
3188.0,5.0,4.0,Suburb,1957.0,460500
3689.0,6.0,4.0,Urban,1961.0,610100
3882.0,6.0,4.0,Rural,1955.0,540000
992.0,1.0,1.0,Urban,1957.0,197800
833.0,2.0,1.0,Urban,1962.0,197100
1241.0,2.0,2.0,Rural,1979.0,206400
668.0,1.0,1.0,Rural,1987.0,125700
862.0,2.0,2.0,Suburb,1990.0,150500
1353.0,2.0,2.0,Urban,1989.0,282400
3200.0,5.0,3.0,Suburb,2005.0,525200
1915.0,4.0,2.0,Suburb,1976.0,264000
3891.0,5.0,3.0,Urban,1993.0,596000
1204.0,2.0,2.0,Suburb,2021.0,212000
3200.0,5.0,3.0,Rural,2000.0,473300
4064.0,6.0,4.0,Suburb,,556900
1146.0,2.0,1.0,Suburb,1990.0,210300
1523.0,3.0,2.0,Rural,1960.0,267800
1832.0,2.0,2.0,Rural,1966.0,288400
904.0,2.0,2.0,Suburb,2014.0,168100
3248.0,5.0,4.0,Suburb,1982.0,497000
4063.0,6.0,5.0,Suburb,1971.0,578200
3327.0,5.0,4.0,Rural,1994.0,497300
1393.0,3.0,2.0,Suburb,1984.0,205600
1516.0,3.0,1.0,Suburb,2000.0,238000
2485.0,3.0,2.0,Urban,1956.0,406000
907.0,1.0,1.0,Rural,1988.0,127000
3933.0,6.0,4.0,Rural,2012.0,571600
3621.0,6.0,5.0,Suburb,2013.0,562100
2610.0,3.0,2.0,Suburb,1988.0,354800
1305.0,2.0,1.0,Rural,1955.0,185600
4135.0,6.0,4.0,Urban,1989.0,671500
2418.0,4.0,3.0,Rural,1963.0,362900
2965.0,5.0,4.0,Rural,2003.0,478600
1560.0,2.0,2.0,Suburb,1959.0,235600
3109.0,5.0,3.0,Suburb,1961.0,454300
4070.0,5.0,4.0,Suburb,1966.0,577800
1649.0,3.0,2.0,Suburb,1954.0,264600
919.0,1.0,1.0,Urban,1994.0,221600
1693.0,4.0,3.0,Suburb,1968.0,280200
2153.0,4.0,3.0,Suburb,1950.0,369500
2448.0,4.0,3.0,Rural,1963.0,417300
3275.0,4.0,3.0,Suburb,1969.0,491000
4003.0,5.0,4.0,Rural,2003.0,605700
699.0,1.0,1.0,Suburb,2004.0,119700
2112.0,1.0,1.0,Urban,1960.0,325700
2460.0,4.0,3.0,Suburb,2011.0,379600
2460.0,4.0,3.0,Urban,1992.0,438100
1421.0,3.0,3.0,Urban,1979.0,285800
1950.0,4.0,3.0,Rural,1956.0,262600
3141.0,5.0,3.0,Suburb,1980.0,475100
2662.0,4.0,3.0,Rural,2005.0,429600
4108.0,6.0,4.0,Suburb,2020.0,627800
1489.0,2.0,1.0,Rural,1971.0,195600
3922.0,6.0,4.0,Suburb,1996.0,588500
1093.0,2.0,2.0,Urban,1968.0,303200
1651.0,3.0,3.0,Rural,2007.0,240000
3410.0,5.0,4.0,Rural,2014.0,548000
1443.0,2.0,2.0,Urban,2019.0,298700
1284.0,2.0,1.0,Urban,1979.0,265300
1762.0,2.0,1.0,Rural,1950.0,250900
1475.0,3.0,2.0,Suburb,2010.0,280400
1638.0,2.0,2.0,Suburb,1981.0,269100
940.0,2.0,1.0,Rural,2021.0,187900
2335.0,3.0,2.0,Suburb,1965.0,349900
3790.0,5.0,4.0,Rural,1958.0,551700
3473.0,5.0,4.0,Rural,2010.0,502200
694.0,1.0,1.0,Urban,1992.0,181600
2280.0,4.0,3.0,Rural,2012.0,351200
3902.0,6.0,5.0,Suburb,1960.0,626500
3753.0,6.0,5.0,Urban,2015.0,624800
3082.0,4.0,2.0,Suburb,1987.0,445000
3990.0,6.0,5.0,Rural,1956.0,576900
3280.0,5.0,3.0,Suburb,1967.0,457400
962.0,1.0,1.0,Suburb,1977.0,150000
3217.0,5.0,4.0,Suburb,2008.0,497400
1705.0,2.0,2.0,Suburb,1972.0,265200
2023.0,4.0,3.0,Rural,2000.0,320700
847.0,1.0,1.0,Rural,1984.0,95500
2116.0,3.0,3.0,Rural,1998.0,314800
4020.0,6.0,5.0,Suburb,1987.0,620900
1413.0,2.0,2.0,Suburb,2009.0,204900
726.0,2.0,1.0,Rural,2020.0,107900
2375.0,4.0,2.0,Rural,1952.0,339600
2591.0,4.0,3.0,Urban,2012.0,429600
3715.0,5.0,3.0,Suburb,1964.0,563700
3729.0,6.0,5.0,Suburb,1961.0,584600
2033.0,3.0,3.0,Suburb,2000.0,313900
3483.0,6.0,5.0,Urban,1988.0,597200
2601.0,4.0,3.0,Urban,1953.0,452200
2541.0,4.0,3.0,Urban,1995.0,433800
2900.0,4.0,3.0,suburb,2008.0,437900
,4.0,2.0,Urban,1963.0,481000
2776.0,5.0,3.0,Rural,1998.0,439900
3520.0,6.0,5.0,Suburb,2014.0,559500
3807.0,6.0,5.0,Suburb,1959.0,559200
2827.0,4.0,2.0,Suburb,2009.0,418900
655.0,2.0,2.0,Urban,2003.0,191300
4166.0,6.0,4.0,Suburb,2021.0,655600
1832.0,3.0,3.0,Rural,1977.0,288200
2822.0,4.0,3.0,Urban,1968.0,501600
3126.0,4.0,3.0,Suburb,1989.0,507400
1304.0,2.0,1.0,Suburb,1963.0,207600
,5.0,4.0,Suburb,2017.0,502600
1471.0,2.0,2.0,Suburb,1978.0,261000
2733.0,5.0,3.0,Rural,2002.0,389500
1726.0,4.0,3.0,Rural,1984.0,284800
3545.0,6.0,5.0,Suburb,1975.0,563200
2958.0,4.0,3.0,Urban,2015.0,463200
3482.0,5.0,4.0,Urban,1958.0,534300
1780.0,1.0,1.0,Suburb,1978.0,258200
4139.0,6.0,4.0,Rural,2013.0,596600
3483.0,5.0,3.0,Rural,1997.0,511300
2882.0,4.0,2.0,Rural,1979.0,424900
3337.0,5.0,4.0,Suburb,2011.0,534300
1297.0,2.0,1.0,Suburb,1972.0,182200
2289.0,4.0,3.0,Suburb,2001.0,362300
2244.0,4.0,3.0,Urban,1992.0,412500
4074.0,6.0,4.0,Suburb,1971.0,595200
2361.0,3.0,2.0,Rural,1994.0,338700
1940.0,2.0,2.0,Suburb,1995.0,309400
2023.0,3.0,3.0,Suburb,1973.0,323900
3098.0,4.0,3.0,Suburb,1995.0,461600
1749.0,3.0,2.0,Suburb,1985.0,273000
2385.0,3.0,1.0,Suburb,1951.0,327900
2132.0,3.0,3.0,Suburb,1985.0,312800
960.0,2.0,2.0,Rural,1951.0,115900
1093.0,2.0,1.0,Rural,1966.0,165800
4114.0,6.0,5.0,Urban,1998.0,668400
697.0,1.0,1.0,Suburb,1990.0,139300
2928.0,4.0,3.0,Urban,1988.0,489700
2270.0,3.0,2.0,Rural,2001.0,330300
1546.0,3.0,3.0,Rural,1951.0,267100
3638.0,6.0,5.0,Rural,1993.0,547700
1741.0,3.0,3.0,Suburb,1964.0,291100
3632.0,6.0,5.0,Urban,1969.0,593100
3286.0,4.0,4.0,Suburb,2012.0,499600
1494.0,3.0,2.0,Suburb,1965.0,251200
3521.0,5.0,3.0,Suburb,1999.0,481300
3540.0,4.0,2.0,Rural,2001.0,476900
2512.0,4.0,3.0,Suburb,2000.0,400100
3365.0,6.0,4.0,Urban,1997.0,573400
2688.0,4.0,3.0,Urban,1954.0,492800
2476.0,3.0,3.0,Suburb,2008.0,411700
2298.0,4.0,3.0,Suburb,1976.0,395600
2396.0,3.0,1.0,Suburb,1955.0,295800
2352.0,3.0,2.0,Rural,1999.0,368500
3838.0,6.0,5.0,Suburb,2000.0,594100
1669.0,3.0,2.0,Suburb,1981.0,266700
2614.0,5.0,4.0,Rural,1965.0,413700
1591.0,2.0,1.0,Rural,1969.0,180700
1239.0,2.0,1.0,Rural,1966.0,136800
1664.0,3.0,2.0,Urban,1988.0,248700
3730.0,6.0,4.0,Suburb,1990.0,563300
3119.0,5.0,4.0,Suburb,2019.0,494500
1893.0,3.0,2.0,Suburb,1972.0,295200
1730.0,2.0,2.0,Urban,1954.0,306600
848.0,2.0,1.0,Rural,2006.0,156500
4043.0,6.0,4.0,Suburb,1966.0,583600
3937.0,5.0,4.0,Urban,1991.0,570200
3154.0,5.0,4.0,Suburb,2000.0,475100
2506.0,3.0,3.0,Suburb,1992.0,426800
3499.0,6.0,5.0,Urban,1975.0,568700
861.0,1.0,1.0,Suburb,1979.0,144200
2876.0,4.0,2.0,Suburb,1987.0,448400
2363.0,4.0,3.0,Rural,1993.0,334800
2122.0,4.0,3.0,Suburb,2015.0,340800
3054.0,5.0,4.0,Rural,1982.0,433900
3252.0,4.0,3.0,Suburb,1951.0,482400
1315.0,1.0,1.0,Rural,2004.0,144300
2956.0,4.0,3.0,Suburb,1970.0,410600
2060.0,4.0,3.0,Rural,2007.0,343100
683.0,1.0,1.0,Urban,2003.0,145100
2932.0,5.0,4.0,Suburb,1965.0,471000
4160.0,6.0,4.0,Rural,2013.0,566600
3192.0,5.0,3.0,Rural,2004.0,469900
4079.0,6.0,4.0,Rural,1975.0,579500
2441.0,2.0,1.0,Urban,1991.0,354800
1880.0,4.0,3.0,Rural,2006.0,283700
3638.0,6.0,4.0,Suburb,1994.0,553700
2009.0,3.0,2.0,Urban,2002.0,355200
2675.0,4.0,3.0,Suburb,2017.0,430500
1347.0,2.0,2.0,Suburb,2008.0,224600
1887.0,3.0,2.0,Rural,1955.0,327000
1640.0,2.0,1.0,Urban,1979.0,300300
2235.0,4.0,3.0,Urban,1972.0,442600
2118.0,4.0,3.0,Urban,1986.0,381900
886.0,1.0,1.0,Suburb,1975.0,129000
3443.0,6.0,5.0,Suburb,1995.0,543800
2516.0,4.0,3.0,Rural,1997.0,360900
1935.0,3.0,3.0,Urban,2006.0,351000
832.0,1.0,1.0,Suburb,1952.0,135400
2999.0,5.0,3.0,Suburb,1964.0,446500
2620.0,4.0,3.0,Suburb,1975.0,415300
1891.0,2.0,2.0,Rural,1952.0,256100
2179.0,3.0,3.0,Urban,2009.0,378700
4020.0,6.0,4.0,Suburb,2010.0,566900
1464.0,2.0,2.0,Rural,1992.0,260300
3918.0,6.0,5.0,Suburb,1974.0,580700
2712.0,5.0,5.0,Rural,1987.0,414800
1274.0,2.0,1.0,Suburb,1986.0,180700
1353.0,3.0,3.0,Suburb,1996.0,281900
2006.0,3.0,2.0,Rural,1988.0,323900
2634.0,4.0,4.0,Suburb,2019.0,422900
2643.0,5.0,5.0,Suburb,1994.0,482500
1741.0,2.0,2.0,Rural,2008.0,252000
1145.0,1.0,1.0,Rural,1954.0,153300
2308.0,4.0,3.0,Rural,2021.0,381500
895.0,1.0,1.0,Rural,1961.0,148300
1702.0,3.0,2.0,Rural,1985.0,278100
3777.0,5.0,4.0,Suburb,2005.0,565300
1446.0,3.0,2.0,Rural,2013.0,227300
3505.0,6.0,5.0,Suburb,1979.0,529500
2600.0,4.0,2.0,Rural,1979.0,349500
3274.0,5.0,3.0,Suburb,2017.0,482600
3891.0,6.0,4.0,Rural,2005.0,594600
3459.0,5.0,4.0,Suburb,2020.0,506800
1619.0,3.0,3.0,Suburb,1962.0,278900
3650.0,6.0,4.0,Rural,2009.0,532200
2483.0,4.0,3.0,Suburb,1998.0,406100
3982.0,6.0,5.0,Suburb,1994.0,603900
756.0,1.0,1.0,Rural,1981.0,78900
3722.0,5.0,4.0,Suburb,1982.0,591700
3916.0,6.0,4.0,Urban,1998.0,630300
2989.0,5.0,4.0,Rural,2018.0,478600
898.0,1.0,2.0,Suburb,1959.0,140400
4170.0,6.0,4.0,Urban,2020.0,681700
2682.0,3.0,2.0,Urban,1966.0,460800
2149.0,4.0,2.0,Rural,2010.0,338000
2945.0,5.0,3.0,Suburb,2005.0,513700
1576.0,2.0,2.0,Suburb,1996.0,249600
2941.0,5.0,3.0,Urban,1956.0,480000
1476.0,2.0,1.0,Urban,1970.0,252000
1705.0,3.0,3.0,Suburb,1958.0,256000
4054.0,6.0,5.0,Suburb,1966.0,606500
1195.0,2.0,2.0,Suburb,1968.0,178500
1376.0,1.0,1.0,Suburb,1952.0,228000
897.0,3.0,2.0,Urban,1982.0,240200
3730.0,5.0,4.0,Urban,1972.0,571000
3123.0,5.0,4.0,Rural,2001.0,415100
3817.0,6.0,4.0,Suburb,1975.0,605500
953.0,1.0,1.0,Suburb,1979.0,146300
3340.0,5.0,5.0,Suburb,1990.0,550000
1781.0,3.0,3.0,Urban,1989.0,315800
2198.0,3.0,3.0,Suburb,1989.0,356000
3584.0,6.0,5.0,Suburb,1967.0,561700
1225.0,1.0,1.0,Urban,1975.0,211900
2829.0,4.0,3.0,Rural,2019.0,410400
1277.0,2.0,2.0,Suburb,1970.0,219800
3314.0,6.0,5.0,Rural,1995.0,486200
1264.0,1.0,1.0,Urban,2008.0,248100
3889.0,6.0,5.0,Urban,1996.0,629100
1217.0,1.0,1.0,Urban,1952.0,199600
4190.0,6.0,5.0,Rural,1975.0,603900
3728.0,5.0,3.0,Suburb,1994.0,554800
3134.0,5.0,4.0,Urban,2006.0,513800
2318.0,4.0,3.0,Urban,1950.0,432900
1185.0,1.0,1.0,Urban,1973.0,230300
1055.0,2.0,2.0,Urban,1962.0,223800
3115.0,4.0,4.0,Suburb,1968.0,453300
1656.0,2.0,1.0,Urban,2000.0,300900
660.0,1.0,1.0,Suburb,2006.0,152100
2220.0,3.0,1.0,Suburb,2021.0,346400
3541.0,5.0,4.0,Suburb,1970.0,533900
3734.0,6.0,5.0,Suburb,2021.0,568200
2541.0,4.0,3.0,Urban,2014.0,390100
2636.0,5.0,4.0,Suburb,1988.0,455700
2270.0,4.0,3.0,Suburb,2007.0,352900
2696.0,4.0,3.0,Urban,1956.0,431700
3917.0,6.0,4.0,Suburb,1971.0,572400
1063.0,2.0,2.0,Urban,2012.0,207500
1587.0,2.0,1.0,Suburb,1965.0,278800
2012.0,3.0,2.0,Rural,1965.0,285000
1210.0,1.0,1.0,Urban,1990.0,212300
959.0,1.0,1.0,Rural,1976.0,101400
1558.0,2.0,2.0,Rural,2002.0,257600
1753.0,2.0,2.0,Suburb,2003.0,288300
3079.0,5.0,4.0,Rural,1971.0,457800
3758.0,6.0,3.0,,2016.0,566200
1484.0,2.0,1.0,Urban,1989.0,247900
2628.0,4.0,3.0,Urban,1972.0,466800
3138.0,5.0,4.0,Suburb,1976.0,479500
740.0,1.0,1.0,Suburb,1976.0,104800
3183.0,5.0,4.0,Rural,1956.0,482400
1653.0,3.0,2.0,Suburb,1953.0,257000
2335.0,4.0,2.0,Suburb,2017.0,375900
1905.0,3.0,2.0,Rural,1991.0,294800
3759.0,5.0,4.0,Urban,1958.0,597900
4143.0,6.0,4.0,Suburb,2009.0,631700
2144.0,3.0,3.0,Suburb ,2021.0,364300
2314.0,4.0,3.0,Suburb,1962.0,332500
4091.0,6.0,5.0,Suburb,1957.0,619000
2606.0,4.0,3.0,Suburb,2006.0,411300
1826.0,3.0,1.0,Suburb,2005.0,287700
736.0,1.0,1.0,Suburb,1977.0,128600
2515.0,3.0,3.0,Suburb,1955.0,352200
1600.0,2.0,1.0,Urban,1951.0,279300
1750.0,2.0,1.0,Suburb,2008.0,244700
1170.0,1.0,1.0,Urban,1983.0,236700
1613.0,2.0,1.0,Urban,1964.0,317100
2099.0,2.0,1.0,Rural,1981.0,291400
3605.0,5.0,4.0,Urban,1974.0,550300
1458.0,2.0,2.0,Suburb,2010.0,270900
681.0,1.0,1.0,Suburb,1986.0,117200
2907.0,4.0,3.0,Suburb,1998.0,432000
2327.0,3.0,3.0,Urban,1954.0,414800
4062.0,6.0,5.0,Urban,1962.0,674500
2006.0,3.0,2.0,Suburb,1988.0,310800
3282.0,5.0,4.0,Urban,1968.0,534500
2584.0,4.0,3.0,Suburb,2010.0,466100
1434.0,2.0,2.0,Urban,1989.0,265000
2805.0,5.0,4.0,Suburb,2017.0,462700
1569.0,3.0,2.0,Suburb,1983.0,223400
2901.0,5.0,4.0,Rural,2001.0,477200
3594.0,6.0,4.0,Urban,1983.0,626700
2533.0,3.0,2.0,Rural,1984.0,341500
2302.0,2.0,2.0,Urban,1992.0,367500
3342.0,5.0,3.0,Suburb,1968.0,476000
3213.0,5.0,3.0,Urban,1981.0,501500
2963.0,4.0,3.0,Suburb,1962.0,458000
2440.0,3.0,3.0,Suburb,2014.0,393200
4186.0,6.0,4.0,Suburb,1971.0,649900
1835.0,2.0,1.0,Urban,1967.0,274000
1567.0,2.0,2.0,Suburb,1960.0,246000
1556.0,4.0,3.0,Urban,2020.0,301800
1864.0,2.0,1.0,Suburb,1990.0,271600
2916.0,4.0,4.0,Urban,1978.0,501000
2822.0,5.0,3.0,Suburb,2009.0,392000
1193.0,2.0,1.0,Urban,1997.0,243900
3327.0,4.0,3.0,Suburb,2017.0,499200
2388.0,4.0,,Suburb,1974.0,379000
2074.0,3.0,2.0,Urban,1996.0,391700
889.0,1.0,1.0,Rural,2007.0,152200
3579.0,6.0,5.0,Suburb,1994.0,574200
2219.0,3.0,2.0,Suburb,2000.0,356700
3448.0,5.0,3.0,Suburb,1993.0,506400
1676.0,1.0,1.0,Urban,1989.0,295400
3322.0,4.0,3.0,Rural,2018.0,537700
2783.0,6.0,4.0,Rural,2000.0,431500
2537.0,5.0,4.0,Suburb,1982.0,431900
2819.0,3.0,2.0,Rural,2007.0,395500
3125.0,5.0,3.0,Rural,1971.0,488800
1644.0,2.0,2.0,Suburb,1968.0,261800
2888.0,4.0,4.0,Urban,1969.0,454000
2385.0,4.0,4.0,Urban,2009.0,435800
804.0,1.0,1.0,Suburb,1994.0,138200
694.0,1.0,2.0,Urban,1985.0,171600
3388.0,5.0,5.0,Rural,1959.0,509900
1674.0,3.0,3.0,Rural,1978.0,290900
1576.0,3.0,2.0,Suburb,2010.0,276100
1251.0,3.0,2.0,Rural,1979.0,173800
3233.0,4.0,4.0,Rural,1957.0,444000
2022.0,3.0,1.0,Rural,1972.0,256000
4192.0,6.0,4.0,Suburb,1999.0,619200
815.0,1.0,1.0,Rural,2003.0,97800
4086.0,5.0,4.0,Rural,1967.0,603700
1792.0,2.0,2.0,Suburb,1951.0,218000
3579.0,6.0,5.0,Suburb,1997.0,574900
1524.0,2.0,1.0,Urban,2005.0,276600
2863.0,5.0,4.0,Urban,2003.0,441700
1216.0,3.0,3.0,Suburb,2016.0,215500
3547.0,6.0,4.0,Rural,2001.0,494800
1930.0,3.0,2.0,Rural,1978.0,293500
2257.0,3.0,2.0,Suburb,2011.0,343000
3192.0,5.0,4.0,Suburb,1957.0,462800
2785.0,4.0,3.0,Suburb,1997.0,450700
3647.0,4.0,3.0,Rural,1970.0,495000
3988.0,6.0,5.0,Urban,1961.0,661700
1359.0,2.0,2.0,Urban,2004.0,261300
2500.0,4.0,4.0,Suburb,1962.0,387300
3707.0,6.0,4.0,Suburb,2014.0,584400
3705.0,6.0,4.0,Rural,2015.0,570300
2771.0,4.0,2.0,Urban,1954.0,438800
3310.0,5.0,3.0,Rural,1964.0,433700
2412.0,3.0,2.0,Suburb,1958.0,308400
2901.0,4.0,3.0,Urban,1958.0,462000
2743.0,5.0,3.0,Rural,1992.0,410600
655.0,1.0,1.0,Suburb,1955.0,111400
1851.0,3.0,3.0,Urban,1984.0,331100
1703.0,3.0,3.0,Suburb,1953.0,252000
3298.0,5.0,4.0,Suburb,1961.0,503000
3707.0,5.0,5.0,Suburb,1950.0,563600
2213.0,3.0,1.0,Rural,1989.0,307400
3940.0,6.0,4.0,Suburb,1993.0,593700
2569.0,5.0,3.0,Suburb,2017.0,399300
2372.0,4.0,4.0,Suburb,1989.0,392400
2899.0,4.0,2.0,Urban,1998.0,479100
2956.0,5.0,4.0,Rural,1987.0,418300
3602.0,5.0,3.0,Suburb,2015.0,574700
4181.0,6.0,4.0,Rural,1956.0,604100
3766.0,5.0,4.0,Urban,1965.0,592400
2657.0,5.0,4.0,Suburb,1956.0,422600
1296.0,1.0,1.0,Urban,1959.0,210100
2487.0,3.0,2.0,Suburb,2010.0,370300
3972.0,6.0,5.0,Suburb,2010.0,606000
2464.0,4.0,3.0,Rural,1957.0,337600
3185.0,5.0,4.0,Suburb,2021.0,484700
884.0,1.0,1.0,Suburb,1978.0,142700
3492.0,5.0,4.0,Urban,1988.0,558900
1286.0,1.0,1.0,RURAL,1997.0,192900
2065.0,4.0,2.0,Rural,1968.0,354500
4060.0,6.0,5.0,Suburb,1954.0,620100
1179.0,1.0,1.0,Suburb,2008.0,192000
926.0,2.0,1.0,Suburb,1979.0,142500
2074.0,4.0,3.0,Urban,1998.0,353000
1854.0,2.0,2.0,Rural,1980.0,289600
3261.0,4.0,3.0,Suburb,1999.0,475100
3932.0,6.0,4.0,Rural,2010.0,549100
1380.0,2.0,1.0,Rural,2007.0,207700
2517.0,3.0,3.0,Suburb,1971.0,396300
1426.0,2.0,2.0,Rural,1998.0,232200
1434.0,2.0,2.0,Rural,1992.0,213300
3845.0,5.0,4.0,Suburb,2015.0,603100
1500.0,2.0,1.0,Rural,1957.0,247600
884.0,1.0,1.0,Suburb,1967.0,101700
1068.0,2.0,1.0,Suburb,1980.0,218500
1804.0,3.0,3.0,Urban,2013.0,386500
1825.0,4.0,3.0,Rural,1994.0,325800
4055.0,6.0,4.0,Suburb,1964.0,597400
2747.0,4.0,3.0,Suburb,1956.0,407000
1826.0,3.0,1.0,Suburb,2005.0,287700
787.0,2.0,1.0,Urban,1976.0,177300
3195.0,4.0,2.0,Suburb,1987.0,443500
2593.0,5.0,4.0,Rural,1970.0,399700
3141.0,6.0,4.0,Urban,1989.0,545800
2287.0,4.0,3.0,Suburb,2014.0,378900
1973.0,4.0,3.0,Suburb,1978.0,326400
3872.0,5.0,4.0,Urban,1998.0,591700
1811.0,3.0,2.0,Suburb,1994.0,300600
3154.0,5.0,3.0,Suburb ,1966.0,476800
2643.0,3.0,2.0,Urban,1980.0,404500
819.0,1.0,1.0,Suburb,1966.0,135900
1144.0,2.0,1.0,Urban,2000.0,231200
1149.0,2.0,1.0,Rural,2006.0,160200
826.0,1.0,1.0,Rural,1988.0,96600
2720.0,4.0,3.0,Rural,1982.0,374200
1500.0,3.0,2.0,Urban,1999.0,284100
2148.0,4.0,3.0,Urban,1953.0,411400
1444.0,2.0,2.0,Urban,1989.0,270500
2493.0,3.0,2.0,Suburb,2010.0,349000
788.0,1.0,2.0,Suburb,1964.0,178000
2054.0,3.0,1.0,Suburb,1994.0,299400
1916.0,5.0,4.0,Suburb,1954.0,334700
3012.0,5.0,3.0,Suburb,1967.0,382100
809.0,2.0,1.0,Suburb,1992.0,156200
1663.0,4.0,3.0,Rural,1988.0,239500
1021.0,2.0,1.0,Suburb,1952.0,134800
1798.0,3.0,2.0,Suburb,2015.0,285900
2604.0,4.0,2.0,Rural,1957.0,365100
3907.0,5.0,4.0,Suburb,1954.0,557200
2231.0,4.0,3.0,Suburb,1991.0,358100
1654.0,3.0,2.0,Suburb,1969.0,246800
1503.0,2.0,2.0,Urban,1989.0,266100
1484.0,2.0,1.0,Urban,1971.0,239400
880.0,2.0,1.0,Suburb,1985.0,165900
1969.0,3.0,2.0,Rural,1957.0,274600
1805.0,3.0,3.0,Suburb,2000.0,309400
1040.0,1.0,1.0,Urban,1978.0,236500
1610.0,3.0,3.0,Rural,2006.0,269800
1087.0,3.0,2.0,Urban,1981.0,207000
1757.0,3.0,3.0,Urban,2012.0,321800
1594.0,3.0,2.0,Suburb,1972.0,229800
999.0,2.0,1.0,Suburb,1997.0,159200
3549.0,4.0,3.0,Suburb,2007.0,564800
2391.0,3.0,2.0,Urban,2010.0,434100
2310.0,3.0,3.0,Urban,2015.0,407100
1523.0,3.0,2.0,Rural,1995.0,235400
1130.0,2.0,2.0,Rural,1985.0,232800
1056.0,1.0,1.0,Urban,1983.0,253500
2574.0,5.0,3.0,Suburb,1979.0,422000
3298.0,5.0,4.0,Urban,1970.0,550900
2111.0,3.0,2.0,Urban,2013.0,368700
2290.0,5.0,3.0,Suburb,2009.0,401600
1528.0,2.0,1.0,Rural,1967.0,236800
4035.0,6.0,4.0,Suburb,1970.0,575500
2684.0,4.0,4.0,Rural,1956.0,419300
1374.0,3.0,3.0,Suburb,1957.0,260800
2626.0,3.0,2.0,Urban,2003.0,424500
1345.0,1.0,1.0,Rural,1980.0,174400
981.0,1.0,1.0,Urban,2013.0,211600
